pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
2019/3/19 7:02,2019/3/19 7:10,1,1.15,7,0,0,10.3,yellow,cash,Yorkville West,East Harlem South,Manhattan,Manhattan
2019/3/13 13:11,2019/3/13 13:14,1,0.2,4,1.45,0,8.75,yellow,credit card,Union Sq,Union Sq,Manhattan,Manhattan
2019/3/15 1:53,2019/3/15 2:13,3,10.2,29,9.02,5.76,45.08,yellow,credit card,LaGuardia Airport,Washington Heights North,Queens,Manhattan
2019/3/8 8:25,2019/3/8 8:31,2,0.65,5.5,0,0,6.3,yellow,cash,Central Harlem,Central Harlem,Manhattan,Manhattan
2019/3/13 10:14,2019/3/13 10:17,1,0.49,4,0,0,4.8,yellow,credit card,East Harlem South,East Harlem South,Manhattan,Manhattan
2019/3/24 18:55,2019/3/24 19:17,1,7.4,24,6.61,5.76,39.67,yellow,credit card,LaGuardia Airport,Yorkville West,Queens,Manhattan
2019/3/13 15:15,2019/3/13 15:32,2,1.64,11.5,0,0,14.8,yellow,cash,Upper East Side North,Lenox Hill West,Manhattan,Manhattan
2019/3/28 20:25,2019/3/28 20:35,4,1.71,9,1,0,13.8,yellow,credit card,Upper East Side North,Central Park,Manhattan,Manhattan
2019/3/26 8:02,2019/3/26 8:35,1,9.49,31,6.36,0,38.16,yellow,credit card,LaGuardia Airport,Long Island City/Hunters Point,Queens,Queens
2019/3/30 3:52,2019/3/30 3:58,2,0.9,6,1,0,10.8,yellow,credit card,Greenwich Village South,SoHo,Manhattan,Manhattan
2019/3/9 11:44,2019/3/9 11:54,1,1.96,9,0,0,12.3,yellow,cash,Yorkville West,Upper East Side South,Manhattan,Manhattan
2019/3/1 10:39,2019/3/1 11:01,4,1.46,13.5,3.36,0,20.16,yellow,credit card,Times Sq/Theatre District,Midtown East,Manhattan,Manhattan
2019/3/6 9:29,2019/3/6 9:40,1,1.09,8.5,2.36,0,14.16,yellow,credit card,Upper East Side South,Midtown North,Manhattan,Manhattan
2019/3/19 23:16,2019/3/19 23:20,1,0.6,5,1.75,0,10.55,yellow,credit card,Gramercy,Kips Bay,Manhattan,Manhattan
2019/3/12 14:17,2019/3/12 14:20,1,0.61,4,1.46,0,8.76,yellow,credit card,Murray Hill,Murray Hill,Manhattan,Manhattan
2019/3/23 9:59,2019/3/23 10:10,1,2.16,10,2.66,0,15.96,yellow,credit card,Lincoln Square East,Midtown South,Manhattan,Manhattan
2019/3/23 22:03,2019/3/23 22:08,1,0.67,5,2,0,10.8,yellow,credit card,Union Sq,Midtown South,Manhattan,Manhattan
2019/3/27 13:52,2019/3/27 14:05,2,2.23,11,2.86,0,17.16,yellow,credit card,Upper East Side South,Upper West Side North,Manhattan,Manhattan
2019/3/17 17:15,2019/3/17 17:31,1,2.7,13,3,0,19.3,yellow,credit card,Upper West Side North,Upper East Side South,Manhattan,Manhattan
2019/3/6 8:11,2019/3/6 8:27,2,2.73,12.5,3.16,0,18.96,yellow,credit card,Hudson Sq,Midtown Center,Manhattan,Manhattan
2019/3/5 13:30,2019/3/5 13:47,5,2.51,13,0,0,16.3,yellow,cash,Lenox Hill East,Upper West Side South,Manhattan,Manhattan
2019/3/4 8:43,2019/3/4 8:56,1,1.56,9.5,0,0,12.8,yellow,cash,Penn Station/Madison Sq West,Midtown Center,Manhattan,Manhattan
2019/3/23 0:38,2019/3/23 0:44,1,1.3,6.5,1,0,11.3,yellow,credit card,West Village,East Chelsea,Manhattan,Manhattan
2019/3/8 15:41,2019/3/8 15:41,1,0,2.5,0,0,5.8,yellow,,Hudson Sq,Hudson Sq,Manhattan,Manhattan
2019/3/4 17:07,2019/3/4 17:12,2,0.83,5.5,0,0,9.8,yellow,cash,Lenox Hill East,Lenox Hill West,Manhattan,Manhattan
2019/3/7 13:47,2019/3/7 13:56,1,1.58,8.5,2.36,0,14.16,yellow,credit card,Lenox Hill West,Yorkville East,Manhattan,Manhattan
2019/3/24 13:40,2019/3/24 13:47,2,1.1,6.5,1,0,10.8,yellow,credit card,Clinton East,Clinton West,Manhattan,Manhattan
2019/3/23 14:59,2019/3/23 15:14,5,2.5,11.5,0,0,14.8,yellow,cash,Chinatown,DUMBO/Vinegar Hill,Manhattan,Brooklyn
2019/3/10 23:00,2019/3/10 23:13,1,3.23,12,3.95,0,19.75,yellow,credit card,Clinton East,Yorkville West,Manhattan,Manhattan
2019/3/1 7:27,2019/3/1 7:41,1,2.14,11,0,0,14.3,yellow,cash,East Chelsea,UN/Turtle Bay South,Manhattan,Manhattan
2019/3/1 18:02,2019/3/1 18:43,1,4.89,26,0,0,27.8,yellow,credit card,East Concourse/Concourse Village,Westchester Village/Unionport,Bronx,Bronx
2019/3/29 23:11,2019/3/29 23:29,2,10,28.5,5.95,0,35.75,yellow,credit card,JFK Airport,Queens Village,Queens,Queens
2019/3/1 18:18,2019/3/1 18:25,2,0.64,6,2.06,0,12.36,yellow,credit card,Midtown Center,UN/Turtle Bay South,Manhattan,Manhattan
2019/3/9 18:58,2019/3/9 19:07,1,1.35,8,0,0,11.3,yellow,cash,Midtown North,Clinton East,Manhattan,Manhattan
2019/3/8 9:46,2019/3/8 10:25,1,17.09,49.5,0,5.76,56.06,yellow,credit card,Boerum Hill,Soundview/Castle Hill,Brooklyn,Bronx
2019/3/24 3:33,2019/3/24 3:34,1,0.31,3,1.36,0,8.16,yellow,credit card,East Village,East Village,Manhattan,Manhattan
2019/3/1 7:25,2019/3/1 7:37,0,3.1,11.5,3.65,0,15.95,yellow,credit card,Hamilton Heights,Manhattan Valley,Manhattan,Manhattan
2019/3/7 18:56,2019/3/7 19:19,1,4.1,18.5,0,0,22.8,yellow,cash,Park Slope,East Village,Brooklyn,Manhattan
2019/3/16 1:19,2019/3/16 1:44,2,5.52,20.5,0,0,24.3,yellow,cash,Sutton Place/Turtle Bay North,Woodside,Manhattan,Queens
2019/3/8 18:56,2019/3/8 19:01,1,0.53,5,0,0,9.3,yellow,cash,Penn Station/Madison Sq West,Midtown South,Manhattan,Manhattan
2019/3/21 8:31,2019/3/21 8:47,1,3.13,12.5,2,0,17.8,yellow,credit card,Yorkville East,Kips Bay,Manhattan,Manhattan
2019/3/11 20:50,2019/3/11 20:58,3,1.99,8.5,0,0,12.3,yellow,cash,Midtown Center,Upper East Side North,Manhattan,Manhattan
2019/3/31 0:46,2019/3/31 1:09,2,4.23,18.5,0,0,22.3,yellow,cash,Park Slope,Gramercy,Brooklyn,Manhattan
2019/3/19 16:06,2019/3/19 16:09,1,0.34,4,2.08,0,10.38,yellow,credit card,Murray Hill,Murray Hill,Manhattan,Manhattan
2019/3/7 14:30,2019/3/7 14:42,1,1.24,9,1,0,13.3,yellow,credit card,UN/Turtle Bay South,Upper East Side South,Manhattan,Manhattan
2019/3/22 17:53,2019/3/22 18:00,2,1.37,7,1.5,0,12.8,yellow,credit card,Upper West Side South,Upper West Side North,Manhattan,Manhattan
2019/3/29 7:52,2019/3/29 8:02,1,0.9,5.5,1.76,0,10.56,yellow,credit card,Yorkville East,,Manhattan,
2019/3/15 13:01,2019/3/15 13:10,1,1.42,8,2.03,0,13.33,yellow,credit card,Kips Bay,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019/3/1 21:46,2019/3/1 22:08,2,4.1,17,1,0,21.8,yellow,credit card,West Village,Williamsburg (North Side),Manhattan,Brooklyn
2019/3/5 17:20,2019/3/5 17:29,1,1.6,8,2.45,0,14.75,yellow,credit card,Clinton East,Upper West Side South,Manhattan,Manhattan
2019/3/15 16:03,2019/3/15 16:13,1,1.76,8.5,1.5,0,14.3,yellow,credit card,SoHo,East Chelsea,Manhattan,Manhattan
2019/3/19 7:51,2019/3/19 8:03,1,2.1,10.5,1,0,14.8,yellow,credit card,Upper East Side North,Lincoln Square West,Manhattan,Manhattan
2019/3/6 15:23,2019/3/6 15:30,1,1.4,7,2.05,0,12.35,yellow,credit card,Midtown North,Lenox Hill West,Manhattan,Manhattan
2019/3/20 23:16,2019/3/20 23:22,1,0.98,6,0,0,9.8,yellow,cash,Upper East Side South,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019/3/30 19:11,2019/3/30 19:18,1,0.8,6,0,0,9.3,yellow,cash,Midtown East,Times Sq/Theatre District,Manhattan,Manhattan
2019/3/28 14:56,2019/3/28 15:07,1,1.3,8,2.26,0,13.56,yellow,credit card,UN/Turtle Bay South,Gramercy,Manhattan,Manhattan
2019/3/19 17:06,2019/3/19 17:32,1,3.5,18,0,0,22.3,yellow,cash,Midtown South,Yorkville East,Manhattan,Manhattan
2019/3/23 17:22,2019/3/23 17:33,1,1.17,8.5,0,0,11.8,yellow,cash,East Chelsea,Garment District,Manhattan,Manhattan
2019/3/5 17:42,2019/3/5 17:48,1,0.67,5.5,0,0,9.8,yellow,cash,Greenwich Village North,East Village,Manhattan,Manhattan
2019/3/29 8:35,2019/3/29 8:59,5,2.78,16,3.86,0,23.16,yellow,credit card,Lincoln Square West,Midtown East,Manhattan,Manhattan
2019/3/28 17:59,2019/3/28 18:13,2,1.3,10,2.85,0,17.15,yellow,credit card,Times Sq/Theatre District,Midtown South,Manhattan,Manhattan
2019/3/22 16:30,2019/3/22 16:49,1,1.7,12.5,3.35,0,20.15,yellow,credit card,Kips Bay,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019/3/15 6:46,2019/3/15 6:52,5,0.93,6.5,1,0,10.8,yellow,credit card,Upper East Side North,Upper East Side North,Manhattan,Manhattan
2019/3/18 6:45,2019/3/18 6:48,1,0.45,4,1.46,0,8.76,yellow,credit card,Clinton East,Times Sq/Theatre District,Manhattan,Manhattan
2019/3/22 9:29,2019/3/22 9:35,2,0.59,5.5,0,0,8.8,yellow,credit card,Midtown Center,Murray Hill,Manhattan,Manhattan
2019/3/21 21:43,2019/3/21 22:07,1,7.14,23.5,5.46,0,32.76,yellow,credit card,Murray Hill,Boerum Hill,Manhattan,Brooklyn
2019/3/23 14:20,2019/3/23 14:34,3,1.6,11,0,0,14.3,yellow,cash,Penn Station/Madison Sq West,Times Sq/Theatre District,Manhattan,Manhattan
2019/3/21 18:43,2019/3/21 19:45,1,16.8,52,13.1,5.76,78.66,yellow,credit card,Midtown Center,JFK Airport,Manhattan,Queens
2019/3/20 6:15,2019/3/20 6:25,1,2.75,10.5,2,0,15.8,yellow,credit card,Clinton East,Upper East Side North,Manhattan,Manhattan
2019/3/17 17:56,2019/3/17 18:04,1,1.8,8,0,0,11.3,yellow,credit card,Lincoln Square West,Upper East Side South,Manhattan,Manhattan
2019/3/30 11:01,2019/3/30 11:03,6,0.27,3.5,2.04,0,8.84,yellow,credit card,West Village,West Village,Manhattan,Manhattan
2019/3/10 1:43,2019/3/10 1:51,1,2.29,9,0,0,12.8,yellow,cash,Midtown South,TriBeCa/Civic Center,Manhattan,Manhattan
2019/3/26 0:09,2019/3/26 0:19,3,2.79,10.5,4.29,0,18.59,yellow,credit card,Midtown East,East Village,Manhattan,Manhattan
2019/3/22 18:23,2019/3/22 18:32,1,1.6,8,2,0,14.3,yellow,credit card,Midtown Center,Lincoln Square East,Manhattan,Manhattan
2019/3/10 12:06,2019/3/10 12:31,1,4.8,19.5,0,0,22.8,yellow,cash,Upper East Side North,Meatpacking/West Village West,Manhattan,Manhattan
2019/3/13 6:27,2019/3/13 6:55,1,6.9,26,4.4,0,33.7,yellow,credit card,Morningside Heights,Murray Hill,Manhattan,Manhattan
2019/3/27 11:26,2019/3/27 11:39,1,0.9,8.5,2.35,0,14.15,yellow,credit card,Garment District,Midtown Center,Manhattan,Manhattan
2019/3/17 20:57,2019/3/17 21:21,1,9.6,29.5,7,5.76,46.06,yellow,credit card,LaGuardia Airport,Upper West Side North,Queens,Manhattan
2019/3/9 16:42,2019/3/9 16:53,1,0.98,8,1.13,0,12.43,yellow,credit card,Greenwich Village North,Greenwich Village South,Manhattan,Manhattan
2019/3/29 8:55,2019/3/29 9:13,1,1.73,12.5,1.5,0,17.3,yellow,credit card,West Chelsea/Hudson Yards,Midtown Center,Manhattan,Manhattan
2019/3/6 7:49,2019/3/6 7:54,2,0.82,5,0,0,8.3,yellow,cash,Hudson Sq,Little Italy/NoLiTa,Manhattan,Manhattan
2019/3/5 21:01,2019/3/5 21:15,1,2.68,11.5,1.53,0,16.83,yellow,credit card,Midtown Center,East Village,Manhattan,Manhattan
2019/3/26 17:55,2019/3/26 18:13,1,2.5,13,3.45,0,20.75,yellow,credit card,Midtown East,Greenwich Village North,Manhattan,Manhattan
2019/3/20 22:24,2019/3/20 22:32,1,2.09,9,3.2,0,16,yellow,credit card,Lincoln Square East,Central Park,Manhattan,Manhattan
2019/3/28 0:11,2019/3/28 0:17,1,1.11,6.5,2.58,0,12.88,yellow,credit card,East Village,Lower East Side,Manhattan,Manhattan
2019/3/28 18:15,2019/3/28 18:59,1,5.4,28,0,0,32.3,yellow,cash,TriBeCa/Civic Center,Prospect Heights,Manhattan,Brooklyn
2019/3/8 11:20,2019/3/8 11:29,1,3.2,12,3.05,0,18.35,yellow,credit card,Lincoln Square East,Upper West Side North,Manhattan,Manhattan
2019/3/8 3:56,2019/3/8 4:03,1,1.36,7,0,0,10.8,yellow,cash,West Chelsea/Hudson Yards,Midtown South,Manhattan,Manhattan
2019/3/31 16:29,2019/3/31 16:48,1,4.6,16.5,3.95,0,23.75,yellow,credit card,Midtown Center,Central Harlem,Manhattan,Manhattan
2019/3/13 18:30,2019/3/13 18:34,1,0.8,5,0,0,9.3,yellow,cash,Sutton Place/Turtle Bay North,UN/Turtle Bay South,Manhattan,Manhattan
2019/3/19 21:16,2019/3/19 21:24,1,1.91,8.5,2.46,0,14.76,yellow,credit card,Sutton Place/Turtle Bay North,Yorkville West,Manhattan,Manhattan
2019/3/25 11:24,2019/3/25 11:41,5,3.79,15,3.66,0,21.96,yellow,credit card,Lenox Hill East,East Village,Manhattan,Manhattan
2019/3/28 8:18,2019/3/28 8:35,1,2.3,12.5,3.15,0,18.95,yellow,credit card,Murray Hill,East Chelsea,Manhattan,Manhattan
2019/3/13 16:16,2019/3/13 16:20,5,0.5,4.5,1.76,0,10.56,yellow,credit card,Upper West Side South,Upper West Side South,Manhattan,Manhattan
2019/3/27 12:57,2019/3/27 13:05,3,1.08,7,0,0,10.3,yellow,credit card,East Village,Gramercy,Manhattan,Manhattan
2019/3/14 11:20,2019/3/14 11:29,1,0.54,6.5,0,0,9.8,yellow,cash,UN/Turtle Bay South,UN/Turtle Bay South,Manhattan,Manhattan
2019/3/30 15:15,2019/3/30 15:22,2,1.14,6.5,0,0,9.8,yellow,cash,Greenwich Village North,SoHo,Manhattan,Manhattan
2019/3/6 10:39,2019/3/6 11:12,2,5.7,24.5,5.55,0,33.35,yellow,credit card,Times Sq/Theatre District,Financial District North,Manhattan,Manhattan
2019/3/25 18:12,2019/3/25 18:18,1,0.73,5.5,1.96,0,11.76,yellow,credit card,Union Sq,Murray Hill,Manhattan,Manhattan
2019/3/9 0:54,2019/3/9 1:03,1,1.7,8,2.35,0,14.15,yellow,credit card,Greenwich Village South,World Trade Center,Manhattan,Manhattan
2019/3/27 17:30,2019/3/27 17:44,1,1.63,10,0,0,14.3,yellow,cash,Garment District,Lincoln Square East,Manhattan,Manhattan
2019/3/13 12:37,2019/3/13 12:49,1,1.93,10,0,0,13.3,yellow,cash,Upper West Side South,Central Harlem,Manhattan,Manhattan
2019/3/13 19:41,2019/3/13 20:02,1,4,17,4.25,0,25.55,yellow,credit card,Lenox Hill East,Meatpacking/West Village West,Manhattan,Manhattan
2019/3/15 10:00,2019/3/15 10:29,1,3.61,19,4.46,0,26.76,yellow,credit card,Battery Park City,Garment District,Manhattan,Manhattan
2019/3/20 22:11,2019/3/20 22:21,3,3.38,11.5,2.56,0,15.36,yellow,credit card,Greenpoint,Astoria,Brooklyn,Queens
2019/3/9 22:04,2019/3/9 22:16,1,1.6,9.5,2.65,0,15.95,yellow,credit card,East Village,Midtown South,Manhattan,Manhattan
2019/3/19 22:08,2019/3/19 22:22,5,3.14,12.5,3.26,0,19.56,yellow,credit card,Times Sq/Theatre District,East Village,Manhattan,Manhattan
2019/3/7 7:14,2019/3/7 7:21,2,1.63,7.5,2.16,0,12.96,yellow,credit card,UN/Turtle Bay South,Lenox Hill East,Manhattan,Manhattan
2019/3/29 23:35,2019/3/30 0:01,2,4.11,18,4.36,0,26.16,yellow,credit card,Lower East Side,Clinton East,Manhattan,Manhattan
2019/3/31 20:49,2019/3/31 20:58,1,1.55,8,2.36,0,14.16,yellow,credit card,Upper West Side North,Yorkville West,Manhattan,Manhattan
2019/3/9 19:30,2019/3/9 20:11,1,5.74,27,9.09,0,39.39,yellow,credit card,Union Sq,Bedford,Manhattan,Brooklyn
2019/3/27 8:32,2019/3/27 9:07,2,4.4,23,0,0,26.3,yellow,cash,Penn Station/Madison Sq West,East Harlem South,Manhattan,Manhattan
2019/3/14 11:39,2019/3/14 11:57,2,2.72,13.5,2.86,0,17.16,yellow,credit card,LaGuardia Airport,Old Astoria,Queens,Queens
2019/3/5 17:31,2019/3/5 18:00,5,5.6,22,0,0,23.8,yellow,cash,East Harlem South,Highbridge,Manhattan,Bronx
2019/3/29 3:58,2019/3/29 4:12,1,4.6,15.5,0,0,19.3,yellow,cash,Lower East Side,Cobble Hill,Manhattan,Brooklyn
2019/3/14 3:05,2019/3/14 3:28,1,5.85,21,4.96,0,29.76,yellow,credit card,West Village,Crown Heights North,Manhattan,Brooklyn
2019/3/18 16:14,2019/3/18 16:18,2,1.05,5,2,0,11.3,yellow,credit card,Manhattan Valley,Upper West Side South,Manhattan,Manhattan
2019/3/29 18:03,2019/3/29 18:27,1,3.22,16.5,0,0,20.8,yellow,cash,Yorkville West,Gramercy,Manhattan,Manhattan
2019/3/23 2:41,2019/3/23 2:54,2,3.52,13,0,0,16.8,yellow,cash,Lenox Hill West,Sunnyside,Manhattan,Queens
2019/3/13 10:07,2019/3/13 10:12,1,0.6,5,0,0,8.3,yellow,cash,Upper East Side South,Upper East Side North,Manhattan,Manhattan
2019/3/20 12:32,2019/3/20 12:50,1,1.99,12,3.06,0,18.36,yellow,credit card,Murray Hill,Lenox Hill West,Manhattan,Manhattan
2019/3/4 17:48,2019/3/4 18:16,1,10.5,32,8.4,5.76,50.46,yellow,credit card,LaGuardia Airport,Murray Hill,Queens,Manhattan
2019/3/16 17:47,2019/3/16 17:59,2,1.97,10.5,0,0,13.8,yellow,cash,Upper East Side South,East Harlem South,Manhattan,Manhattan
2019/3/9 13:09,2019/3/9 13:43,1,2.11,21.5,4.96,0,29.76,yellow,credit card,West Chelsea/Hudson Yards,TriBeCa/Civic Center,Manhattan,Manhattan
2019/3/17 0:48,2019/3/17 0:59,1,2.34,10,3.45,0,17.25,yellow,credit card,Midtown Center,Greenwich Village North,Manhattan,Manhattan
2019/3/16 19:12,2019/3/16 19:15,1,0.4,4,1.46,0,8.76,yellow,credit card,Upper West Side South,Upper West Side North,Manhattan,Manhattan
2019/3/2 1:06,2019/3/2 1:12,2,0.85,5.5,0,0,9.3,yellow,cash,East Village,Flatiron,Manhattan,Manhattan
2019/3/4 22:34,2019/3/4 22:41,1,1.46,7,1,0,11.8,yellow,credit card,Union Sq,Times Sq/Theatre District,Manhattan,Manhattan
2019/3/23 2:18,2019/3/23 2:32,5,3.79,14,3.06,0,18.36,yellow,credit card,Williamsburg (North Side),Crown Heights North,Brooklyn,Brooklyn
2019/3/27 11:47,2019/3/27 12:03,1,1.1,11,2.85,0,17.15,yellow,credit card,Midtown Center,Clinton East,Manhattan,Manhattan
2019/3/8 23:08,2019/3/8 23:19,1,1.76,9.5,2.66,0,15.96,yellow,credit card,Union Sq,East Village,Manhattan,Manhattan
2019/3/2 1:07,2019/3/2 1:21,2,2.4,11.5,3.05,0,18.35,yellow,credit card,SoHo,Union Sq,Manhattan,Manhattan
2019/3/9 4:10,2019/3/9 4:30,1,6.57,22,5.16,0,30.96,yellow,credit card,Midtown South,Downtown Brooklyn/MetroTech,Manhattan,Brooklyn
2019/3/25 2:38,2019/3/25 2:57,1,9.95,29,6.56,0,39.36,yellow,credit card,East Village,Hamilton Heights,Manhattan,Manhattan
2019/3/8 20:29,2019/3/8 20:33,1,0.13,4.5,0,0,5.8,yellow,cash,Boerum Hill,Downtown Brooklyn/MetroTech,Brooklyn,Brooklyn
2019/3/11 16:23,2019/3/11 16:30,1,1.49,8,2.46,0,14.76,yellow,credit card,Upper West Side North,Morningside Heights,Manhattan,Manhattan
2019/3/6 12:56,2019/3/6 12:58,1,0.42,3.5,0,0,6.8,yellow,credit card,Midtown Center,Midtown South,Manhattan,Manhattan
2019/3/30 14:24,2019/3/30 15:05,1,8.3,31.5,8.7,0,43.5,yellow,credit card,Central Park,Stuyvesant Heights,Manhattan,Brooklyn
2019/3/20 22:06,2019/3/20 22:14,2,1.4,7.5,1,0,12.3,yellow,credit card,Garment District,Flatiron,Manhattan,Manhattan
2019/3/14 15:15,2019/3/14 15:24,1,1.43,7.5,2.16,0,12.96,yellow,credit card,Upper West Side South,Midtown North,Manhattan,Manhattan
2019/3/23 17:08,2019/3/23 17:28,1,3.09,15,4.58,0,22.88,yellow,credit card,Midtown South,Lincoln Square East,Manhattan,Manhattan
2019/3/20 16:50,2019/3/20 16:54,1,0.4,4.5,0,0,8.8,yellow,cash,Gramercy,Union Sq,Manhattan,Manhattan
2019/3/17 12:44,2019/3/17 12:49,1,0.94,5.5,2.2,0,11,yellow,credit card,Greenwich Village South,West Village,Manhattan,Manhattan
2019/3/24 23:11,2019/3/24 23:21,1,3.54,12,3.16,0,18.96,yellow,credit card,Central Park,East Harlem North,Manhattan,Manhattan
2019/3/31 15:16,2019/3/31 15:24,1,1.39,7.5,1.66,0,9.96,yellow,credit card,Manhattan Valley,East Harlem South,Manhattan,Manhattan
2019/3/17 21:57,2019/3/17 22:01,1,0.6,5,1.75,0,10.55,yellow,credit card,Penn Station/Madison Sq West,East Chelsea,Manhattan,Manhattan
2019/3/28 18:38,2019/3/28 18:45,5,0.81,6.5,2.7,0,13.5,yellow,credit card,Two Bridges/Seward Park,Little Italy/NoLiTa,Manhattan,Manhattan
2019/3/8 20:40,2019/3/8 20:52,1,0.81,8.5,2.46,0,14.76,yellow,credit card,Lower East Side,Two Bridges/Seward Park,Manhattan,Manhattan
2019/3/19 10:34,2019/3/19 10:45,2,1.3,9,3.05,0,15.35,yellow,credit card,Clinton East,Lenox Hill West,Manhattan,Manhattan
2019/3/21 22:29,2019/3/21 22:36,1,0.98,6.5,1,0,11.3,yellow,credit card,Little Italy/NoLiTa,Lower East Side,Manhattan,Manhattan
2019/3/3 0:40,2019/3/3 0:43,1,0.66,4.5,1.66,0,9.96,yellow,credit card,Hudson Sq,Little Italy/NoLiTa,Manhattan,Manhattan
2019/3/26 13:18,2019/3/26 13:35,1,4.04,16.5,3,0,22.8,yellow,credit card,Morningside Heights,Clinton East,Manhattan,Manhattan
2019/3/18 21:09,2019/3/18 21:19,2,1.43,8,0,0,11.8,yellow,cash,Garment District,Clinton East,Manhattan,Manhattan
2019/3/31 12:10,2019/3/31 12:21,1,1.4,8.5,2.95,0,14.75,yellow,credit card,West Chelsea/Hudson Yards,Times Sq/Theatre District,Manhattan,Manhattan
2019/3/5 20:20,2019/3/5 20:26,5,1.3,6.5,2.58,0,12.88,yellow,credit card,Upper East Side South,Upper East Side North,Manhattan,Manhattan
2019/3/29 23:05,2019/3/29 23:10,1,0.89,5.5,0,0,9.3,yellow,cash,Upper East Side North,Upper East Side North,Manhattan,Manhattan
2019/3/18 13:23,2019/3/18 13:29,1,1.14,6,0,0,9.3,yellow,cash,Times Sq/Theatre District,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019/3/9 19:43,2019/3/9 20:46,1,7.06,39,4,0,46.3,yellow,credit card,Williamsburg (South Side),Clinton West,Brooklyn,Manhattan
2019/3/11 9:56,2019/3/11 10:04,1,2.5,10,0,0,10.8,yellow,cash,JFK Airport,Baisley Park,Queens,Queens
2019/3/12 14:39,2019/3/12 15:01,1,2.2,14.5,2.2,0,20,yellow,credit card,Lincoln Square East,Upper East Side North,Manhattan,Manhattan
2019/3/3 12:11,2019/3/3 12:17,1,0.9,6,0,0,9.3,yellow,cash,Gramercy,Midtown South,Manhattan,Manhattan
2019/3/20 11:52,2019/3/20 12:02,5,1.31,8,0,0,11.3,yellow,cash,Garment District,UN/Turtle Bay South,Manhattan,Manhattan
2019/3/19 13:21,2019/3/19 14:04,1,5.77,29.5,2,0,34.8,yellow,credit card,Penn Station/Madison Sq West,Astoria,Manhattan,Queens
2019/3/9 14:26,2019/3/9 14:38,1,1.14,9,2.46,0,14.76,yellow,credit card,Midtown Center,East Chelsea,Manhattan,Manhattan
2019/3/8 3:04,2019/3/8 3:13,1,2.8,10,2.75,0,16.55,yellow,credit card,Midtown Center,Yorkville East,Manhattan,Manhattan
2019/3/19 19:42,2019/3/19 19:52,1,4.6,15,0,0,19.3,yellow,cash,Upper West Side South,Washington Heights South,Manhattan,Manhattan
2019/3/17 13:21,2019/3/17 13:36,1,3.5,13.5,5,0,21.8,yellow,credit card,Upper West Side North,Lenox Hill West,Manhattan,Manhattan
2019/3/31 14:50,2019/3/31 15:06,1,2.45,12.5,0,0,15.8,yellow,cash,Greenwich Village South,Murray Hill,Manhattan,Manhattan
2019/3/6 20:03,2019/3/6 20:13,1,1.27,7.5,2.26,0,13.56,yellow,credit card,Midtown Center,Garment District,Manhattan,Manhattan
2019/3/7 10:04,2019/3/7 10:30,1,2.23,16.5,0,0,19.8,yellow,cash,Greenwich Village South,Murray Hill,Manhattan,Manhattan
2019/3/12 5:50,2019/3/12 5:55,1,0.5,5.5,0,0,9.3,yellow,cash,Clinton East,Times Sq/Theatre District,Manhattan,Manhattan
2019/3/11 15:10,2019/3/11 15:22,1,1.41,9.5,0,0,12.8,yellow,cash,Murray Hill,Clinton East,Manhattan,Manhattan
2019/3/1 15:03,2019/3/1 15:06,3,0.77,4.5,0,0,7.8,yellow,cash,East Harlem South,Upper East Side North,Manhattan,Manhattan
2019/3/21 9:29,2019/3/21 9:41,1,0.74,8.5,0,0,11.8,yellow,cash,Murray Hill,UN/Turtle Bay South,Manhattan,Manhattan
2019/3/28 13:29,2019/3/28 13:47,1,2.84,14,5.19,0,22.49,yellow,credit card,Upper West Side South,Garment District,Manhattan,Manhattan
2019/3/29 22:02,2019/3/29 22:18,1,3.16,13,5.04,0,21.84,yellow,credit card,Yorkville East,Lincoln Square East,Manhattan,Manhattan
2019/3/4 10:54,2019/3/4 11:02,1,0.9,7.5,1,0,11.8,yellow,credit card,Upper West Side South,Lincoln Square East,Manhattan,Manhattan
2019/3/10 17:20,2019/3/10 17:25,1,1.04,6,1.5,0,10.8,yellow,credit card,Yorkville West,Upper East Side South,Manhattan,Manhattan
2019/3/3 15:42,2019/3/3 15:57,1,2.47,12,3.06,0,18.36,yellow,credit card,Midtown North,Yorkville East,Manhattan,Manhattan
2019/3/29 19:06,2019/3/29 19:12,6,0.66,5.5,1.2,0,11,yellow,credit card,Midtown East,Midtown East,Manhattan,Manhattan
2019/3/7 22:44,2019/3/7 22:51,1,1.8,8,2.36,0,14.16,yellow,credit card,Upper West Side South,Morningside Heights,Manhattan,Manhattan
2019/3/10 4:19,2019/3/10 4:45,2,8.1,27,0,0,30.8,yellow,cash,West Village,Manhattanville,Manhattan,Manhattan
2019/3/19 19:17,2019/3/19 19:24,1,0.9,6.5,2.15,0,12.95,yellow,credit card,Lincoln Square East,Upper West Side South,Manhattan,Manhattan
2019/3/22 21:56,2019/3/22 22:04,0,1.5,8,2.35,0,14.15,yellow,credit card,Meatpacking/West Village West,TriBeCa/Civic Center,Manhattan,Manhattan
